Version,Power (hp),Consumption (l/100 km),Interior,Location,Registration city,Number of doors,Assembly,Source,Model,Body Type,Car documents,Title,Number of seats,Number of Owners,Price,URL,Color,Air Conditioning,Make
,,,Other,"Tando Allahyar, Sindh",Sindh,,Local,,Potohar,Other,Original,Suzuki Potohar 1997,,,"Rs 1,100,000",https://www.olx.com.pk/item/suzuki-potohar-1997-iid-1090926192,White,,Suzuki
Daihatsu cuore ex eco,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Local,,Cuore,Other,Original,Daihatsu Cuore 2011,,,"Rs 1,050,000",https://www.olx.com.pk/item/daihatsu-cuore-2011-iid-1095216249,Silver,,Daihatsu
Daihatsu cuore ex eco,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Local,,Cuore,Other,Original,Daihatsu Cuore 2011,,,"Rs 1,050,000",https://www.olx.com.pk/item/daihatsu-cuore-2011-iid-1095216249,Silver,,Daihatsu
1.5 top of the line,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Local,,Yaris,Sedan,Original,Toyota Yaris 2020,4,1,"Rs 4,300,000",https://www.olx.com.pk/item/toyota-yaris-2020-iid-1095213082,Silver,,Toyota
1.5 top of the line,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Local,,Yaris,Sedan,Original,Toyota Yaris 2020,4,1,"Rs 4,300,000",https://www.olx.com.pk/item/toyota-yaris-2020-iid-1095213082,Silver,,Toyota
2010,,,,"Chambar Road, Tando Allahyar",,,Imported,,Corolla GLI,Other,Original,Toyota Corolla GLI 2010,5,2,"Rs 2,220,000",https://www.olx.com.pk/item/toyota-corolla-gli-2010-iid-1095202893,Black,,Toyota
2010,,,,"Chambar Road, Tando Allahyar",,,Imported,,Corolla GLI,Other,Original,Toyota Corolla GLI 2010,5,2,"Rs 2,220,000",https://www.olx.com.pk/item/toyota-corolla-gli-2010-iid-1095202893,Black,,Toyota
2005 vx,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2005,5,2,"Rs 530,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095170817,Silver,,Suzuki
2005 vx,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2005,5,2,"Rs 530,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095170817,Silver,,Suzuki
awd,,,,"Chambar Road, Tando Allahyar",Sindh,,Local,,Sportage,Other,Original,KIA Sportage 2021,7,,"Rs 6,800,000",https://www.olx.com.pk/item/kia-sportage-2021-iid-1095112259,White,,KIA
awd,,,,"Chambar Road, Tando Allahyar",Sindh,,Local,,Sportage,Other,Original,KIA Sportage 2021,7,,"Rs 6,800,000",https://www.olx.com.pk/item/kia-sportage-2021-iid-1095112259,White,,KIA
s key,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Hyderabad,,Imported,,Aqua,Hatchback,Original,Toyota Aqua 2014,5,2,"Rs 3,450,000",https://www.olx.com.pk/item/toyota-aqua-2014-iid-1095081609,Black,,Toyota
s key,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Hyderabad,,Imported,,Aqua,Hatchback,Original,Toyota Aqua 2014,5,2,"Rs 3,450,000",https://www.olx.com.pk/item/toyota-aqua-2014-iid-1095081609,Black,,Toyota
1988,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Mehran VXR,Other,Original,Mehran vxr 1988,5,,"Rs 200,000",https://www.olx.com.pk/item/mehran-vxr-1988-iid-1095033291,White,,Suzuki
1988,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Mehran VXR,Other,Original,Mehran vxr 1988,5,,"Rs 200,000",https://www.olx.com.pk/item/mehran-vxr-1988-iid-1095033291,White,,Suzuki
Toyota Crolla Grandi 1.8,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Sindh,,Imported,,Altis Grande,Small city car,Original,Toyota Altis Grande 2018,4,2,"Rs 5,200,000",https://www.olx.com.pk/item/toyota-altis-grande-2018-iid-1094950180,White,,Toyota
Toyota Crolla Grandi 1.8,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Sindh,,Imported,,Altis Grande,Small city car,Original,Toyota Altis Grande 2018,4,2,"Rs 5,200,000",https://www.olx.com.pk/item/toyota-altis-grande-2018-iid-1094950180,White,,Toyota
B2Genuine 2022registered,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Imported,,Mira,Other,Original,Daihatsu Mira 2021,5,,"Rs 3,200,000",https://www.olx.com.pk/item/daihatsu-mira-2022-iid-1094851190,White,,Daihatsu
B2Genuine 2022registered,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Imported,,Mira,Other,Original,Daihatsu Mira 2021,5,,"Rs 3,200,000",https://www.olx.com.pk/item/daihatsu-mira-2022-iid-1094851190,White,,Daihatsu
,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Hyderabad,,Imported,,City IVTEC,Sedan,Original,Honda City IVTEC 2019,4,,"Rs 3,550,000",https://www.olx.com.pk/item/honda-city-ivtec-2019-iid-1094806507,White,,Honda
,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Hyderabad,,Imported,,City IVTEC,Sedan,Original,Honda City IVTEC 2019,4,,"Rs 3,550,000",https://www.olx.com.pk/item/honda-city-ivtec-2019-iid-1094806507,White,,Honda
S,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Rush,SUV,Original,Toyota Rush 2018,7,2,"Rs 6,300,000",https://www.olx.com.pk/item/toyota-rush-2018-iid-1094795351,Silver,,Toyota
S,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Rush,SUV,Original,Toyota Rush 2018,7,2,"Rs 6,300,000",https://www.olx.com.pk/item/toyota-rush-2018-iid-1094795351,Silver,,Toyota
specail edition full option,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2022,5,,"Rs 5,500,000",https://www.olx.com.pk/item/toyota-corolla-altis-2022-iid-1094752972,White,,Toyota
specail edition full option,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2022,5,,"Rs 5,500,000",https://www.olx.com.pk/item/toyota-corolla-altis-2022-iid-1094752972,White,,Toyota
,,,Other,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Cultus VXR,Sedan,Original,Suzuki Cultus VXR 2006 full Genuine Cleanest,,,"Rs 850,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2006-full-genuine-cleanest-iid-1090626290,White,Automatic air conditioning 4 zones,Suzuki
,,,Other,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Cultus VXR,Sedan,Original,Suzuki Cultus VXR 2006 full Genuine Cleanest,,,"Rs 850,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2006-full-genuine-cleanest-iid-1090626290,White,Automatic air conditioning 4 zones,Suzuki
1994,,,,"Tando Allahyar, Sindh",Karachi,,Local,,Khyber,Small city car,Original,Suzuki Khyber 1994,5,,"Rs 580,000",https://www.olx.com.pk/item/suzuki-khyber-1994-iid-1094642099,Green,,Suzuki
1994,,,,"Tando Allahyar, Sindh",Karachi,,Local,,Khyber,Small city car,Original,Suzuki Khyber 1994,5,,"Rs 580,000",https://www.olx.com.pk/item/suzuki-khyber-1994-iid-1094642099,Green,,Suzuki
2016-17,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Sindh,,Local,,Corolla GLI,Other,Original,Toyota Corolla GLI 2016-17,5,2,"Rs 3,500,000",https://www.olx.com.pk/item/toyota-corolla-gli-2016-17-iid-1094531058,Gold,,Toyota
2016-17,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Sindh,,Local,,Corolla GLI,Other,Original,Toyota Corolla GLI 2016-17,5,2,"Rs 3,500,000",https://www.olx.com.pk/item/toyota-corolla-gli-2016-17-iid-1094531058,Gold,,Toyota
corolla Altis x 1.6 model 2021 (november),,,Other,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis x 1.6 2021 (NOVEMBER),5,1,"Rs 5,350,000",https://www.olx.com.pk/item/toyota-corolla-altis-x-16-2021-november-iid-1091973914,White,A/C manual,Toyota
corolla Altis x 1.6 model 2021 (november),,,Other,"Hyderabad - Mirpurkhas Road, Tando Allahyar",,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis x 1.6 2021 (NOVEMBER),5,1,"Rs 5,350,000",https://www.olx.com.pk/item/toyota-corolla-altis-x-16-2021-november-iid-1091973914,White,A/C manual,Toyota
Honda fit Gp5 Hybrid,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Fit,Hatchback,Original,Honda Fit 2014,5,,"Rs 3,400,000",https://www.olx.com.pk/item/honda-fit-2014-iid-1092537810,Silver,,Honda
Honda fit Gp5 Hybrid,,,,"Hyderabad - Mirpurkhas Road, Tando Allahyar",Karachi,,Imported,,Fit,Hatchback,Original,Honda Fit 2014,5,,"Rs 3,400,000",https://www.olx.com.pk/item/honda-fit-2014-iid-1092537810,Silver,,Honda
,,,,"DHA Defence, Islamabad",,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2014 1.8 i-VTEC,,,"Rs 4,000,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2014-18-i-vtec-iid-1095411458,Other,,Honda
,,,,"DHA Defence, Islamabad",,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2014 1.8 i-VTEC,,,"Rs 4,000,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2014-18-i-vtec-iid-1095411458,Other,,Honda
2.5CC,,,,"DHA Defence, Islamabad",Islamabad,,Local,,Sonata,Sedan,Original,Hyundai Sonatan 2.5 Model 2022 / Sonata  Model  2022,4,,"Rs 10,800,000",https://www.olx.com.pk/item/hyundai-sonatan-25-model-2022-sonata-model-2022-iid-1094448000,Black,,Hyundai
2.5CC,,,,"DHA Defence, Islamabad",Islamabad,,Local,,Sonata,Sedan,Original,Hyundai Sonatan 2.5 Model 2022 / Sonata  Model  2022,4,,"Rs 10,800,000",https://www.olx.com.pk/item/hyundai-sonatan-25-model-2022-sonata-model-2022-iid-1094448000,Black,,Hyundai
x-Special Edition,,,,"DHA Defence Phase 2, Islamabad",,,Imported,,Fielder,Hatchback,Original,Toyota Corolla Fielder x-special Edition 2006,5,,"Rs 3,800,000",https://www.olx.com.pk/item/toyota-corolla-fielder-x-special-edition-2006-iid-1095371680,Red,,Toyota
x-Special Edition,,,,"DHA Defence Phase 2, Islamabad",,,Imported,,Fielder,Hatchback,Original,Toyota Corolla Fielder x-special Edition 2006,5,,"Rs 3,800,000",https://www.olx.com.pk/item/toyota-corolla-fielder-x-special-edition-2006-iid-1095371680,Red,,Toyota
GX,130,10,Cloth,"DHA Defence Phase 2, Islamabad",Islamabad,4/5,Imported,Company Source,Prado,SUV,Original,Toyota Prado 2000,7,3,"Rs 5,200,000",https://www.olx.com.pk/item/toyota-prado-2000-iid-1092260832,White,A/C manual,Toyota
GX,130,10,Cloth,"DHA Defence Phase 2, Islamabad",Islamabad,4/5,Imported,Company Source,Prado,SUV,Original,Toyota Prado 2000,7,3,"Rs 5,200,000",https://www.olx.com.pk/item/toyota-prado-2000-iid-1092260832,White,A/C manual,Toyota
,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Imported,,Aqua,Hatchback,Original,Toyota Aqua 2015,5,1,"Rs 4,175,000",https://www.olx.com.pk/item/toyota-aqua-2015-iid-1095151534,Silver,,Toyota
,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Imported,,Aqua,Hatchback,Original,Toyota Aqua 2015,5,1,"Rs 4,175,000",https://www.olx.com.pk/item/toyota-aqua-2015-iid-1095151534,Silver,,Toyota
1.5T,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,H6,SUV,Original,Haval H6 2023 1.5T,5,1,"Rs 9,575,000",https://www.olx.com.pk/item/haval-h6-2023-15t-iid-1094759660,Silver,,Haval
1.5T,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,H6,SUV,Original,Haval H6 2023 1.5T,5,1,"Rs 9,575,000",https://www.olx.com.pk/item/haval-h6-2023-15t-iid-1094759660,Silver,,Haval
,,,,"DHA Defence, Islamabad",Islamabad,,Imported,,Aqua,Hatchback,Original,Toyota Aqua 2018,,,"Rs 5,250,000",https://www.olx.com.pk/item/toyota-aqua-2018-iid-1095341435,White,,Toyota
,,,,"DHA Defence, Islamabad",Islamabad,,Imported,,Aqua,Hatchback,Original,Toyota Aqua 2018,,,"Rs 5,250,000",https://www.olx.com.pk/item/toyota-aqua-2018-iid-1095341435,White,,Toyota
Serena,,,,"DHA Defence, Islamabad",,,Imported,,Note E Power,Hatchback,Original,Nissan Serena Highway star 2019 Model E. Power,7,,"Rs 7,795,000",https://www.olx.com.pk/item/nissan-serena-highway-star-2019-model-e-power-iid-1094963428,White,,Nissan
Serena,,,,"DHA Defence, Islamabad",,,Imported,,Note E Power,Hatchback,Original,Nissan Serena Highway star 2019 Model E. Power,7,,"Rs 7,795,000",https://www.olx.com.pk/item/nissan-serena-highway-star-2019-model-e-power-iid-1094963428,White,,Nissan
1.5 T ( Non HyBrid),,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,H6,SUV,Original,Haval H6 2023,5,,"Rs 9,425,000",https://www.olx.com.pk/item/haval-h6-2023-iid-1095233255,White,,Haval
1.5 T ( Non HyBrid),,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,H6,SUV,Original,Haval H6 2023,5,,"Rs 9,425,000",https://www.olx.com.pk/item/haval-h6-2023-iid-1095233255,White,,Haval
Hyundai Tucson AWD A/T Ultimate,,,,"DHA Defence Phase 1, Islamabad",Islamabad,,Local,,Tucson,SUV,Original,Hyundai Tucson 2024 Hyundai Tucson AWD A/T Ultimate,5,1,"Rs 8,695,000",https://www.olx.com.pk/item/hyundai-tucson-2024-hyundai-tucson-awd-at-ultimate-iid-1095107866,Grey,,Hyundai
Hyundai Tucson AWD A/T Ultimate,,,,"DHA Defence Phase 1, Islamabad",Islamabad,,Local,,Tucson,SUV,Original,Hyundai Tucson 2024 Hyundai Tucson AWD A/T Ultimate,5,1,"Rs 8,695,000",https://www.olx.com.pk/item/hyundai-tucson-2024-hyundai-tucson-awd-at-ultimate-iid-1095107866,Grey,,Hyundai
ATIV CVT 1.3,,,,"Bahria Town, Islamabad",Islamabad,,Local,,Yaris,Sedan,Original,Toyota Yaris ATIV CVT 1.3 2023 Model  (BRAND NEW),5,1,"Rs 5,150,000",https://www.olx.com.pk/item/toyota-yaris-ativ-cvt-13-2023-model-brand-new-iid-1095259229,White,,Toyota
ATIV CVT 1.3,,,,"Bahria Town, Islamabad",Islamabad,,Local,,Yaris,Sedan,Original,Toyota Yaris ATIV CVT 1.3 2023 Model  (BRAND NEW),5,1,"Rs 5,150,000",https://www.olx.com.pk/item/toyota-yaris-ativ-cvt-13-2023-model-brand-new-iid-1095259229,White,,Toyota
Toyota Yaris Hatch Back 2021 model self/fresh import unregistered,,,,"DHA Defence, Islamabad",Unregistered,,Imported,,Yaris,Hatchback,Original,Toyota Yaris  Hatch Back 2021 self/fresh import model 2021,5,1,"Rs 4,800,000",https://www.olx.com.pk/item/toyota-yaris-hatch-back-2021-selffresh-import-model-2021-iid-1094954074,Black,,Toyota
Toyota Yaris Hatch Back 2021 model self/fresh import unregistered,,,,"DHA Defence, Islamabad",Unregistered,,Imported,,Yaris,Hatchback,Original,Toyota Yaris  Hatch Back 2021 self/fresh import model 2021,5,1,"Rs 4,800,000",https://www.olx.com.pk/item/toyota-yaris-hatch-back-2021-selffresh-import-model-2021-iid-1094954074,Black,,Toyota
730LD Engine Capacity 3000 cc,,,,"DHA Defence, Islamabad",Islamabad,,Imported,,7 Series,Sedan,Original,BMW 7 Series 2007,5,,"Rs 5,800,000",https://www.olx.com.pk/item/bmw-7-series-2007-iid-1095159133,Black,,BMW
730LD Engine Capacity 3000 cc,,,,"DHA Defence, Islamabad",Islamabad,,Imported,,7 Series,Sedan,Original,BMW 7 Series 2007,5,,"Rs 5,800,000",https://www.olx.com.pk/item/bmw-7-series-2007-iid-1095159133,Black,,BMW
2006,,,,"DHA Defence, Islamabad",Karachi,,Imported,,Premio,Sedan,Original,Toyota Premio X 1.8 2006,5,1,"Rs 2,920,000",https://www.olx.com.pk/item/toyota-premio-x-18-2006-iid-1094994527,Silver,,Toyota
2006,,,,"DHA Defence, Islamabad",Karachi,,Imported,,Premio,Sedan,Original,Toyota Premio X 1.8 2006,5,1,"Rs 2,920,000",https://www.olx.com.pk/item/toyota-premio-x-18-2006-iid-1094994527,Silver,,Toyota
1.5,,,,"DHA Defence, Islamabad",Islamabad,,Local,,Corolla Axio,Sedan,Original,Toyota Corolla Axio Hybrid 1.5 2014,5,2,"Rs 4,800,000",https://www.olx.com.pk/item/toyota-corolla-axio-hybrid-15-2014-iid-1094971021,Gold,,Toyota
1.5,,,,"DHA Defence, Islamabad",Islamabad,,Local,,Corolla Axio,Sedan,Original,Toyota Corolla Axio Hybrid 1.5 2014,5,2,"Rs 4,800,000",https://www.olx.com.pk/item/toyota-corolla-axio-hybrid-15-2014-iid-1094971021,Gold,,Toyota
cx,,,,"DHA Defence Phase 2, Islamabad",Lahore,,Local,,Cuore,Hatchback,Original,Daihatsu Cuore 2007,4,,"Rs 925,000",https://www.olx.com.pk/item/total-geniune-iid-1092303291,White,,Daihatsu
cx,,,,"DHA Defence Phase 2, Islamabad",Lahore,,Local,,Cuore,Hatchback,Original,Daihatsu Cuore 2007,4,,"Rs 925,000",https://www.olx.com.pk/item/total-geniune-iid-1092303291,White,,Daihatsu
Euro II,,,,"DHA Defence Phase 2, Islamabad",Lahore,,Local,,Mehran VXR,Hatchback,Original,Total Geniune MashAllah,,,"Rs 1,355,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2017-iid-1092823124,Grey,,Suzuki
Euro II,,,,"DHA Defence Phase 2, Islamabad",Lahore,,Local,,Mehran VXR,Hatchback,Original,Total Geniune MashAllah,,,"Rs 1,355,000",https://www.olx.com.pk/item/suzuki-mehran-vxr-2017-iid-1092823124,Grey,,Suzuki
RX prado,,,,"DHA Defence, Islamabad",Karachi,,Local,,Prado,SUV,Original,Toyota Prado 1998 Used By Army Officer Up for sale,5,2,"Rs 4,585,000",https://www.olx.com.pk/item/toyota-prado-1998-used-by-army-officer-up-for-sale-iid-1094937602,Green,,Toyota
RX prado,,,,"DHA Defence, Islamabad",Karachi,,Local,,Prado,SUV,Original,Toyota Prado 1998 Used By Army Officer Up for sale,5,2,"Rs 4,585,000",https://www.olx.com.pk/item/toyota-prado-1998-used-by-army-officer-up-for-sale-iid-1094937602,Green,,Toyota
,,,,"DHA Defence, Islamabad",Islamabad,,Local,,Corolla XLI,Other,Original,Toyota Corolla XLI 2010,4,1,"Rs 2,550,000",https://www.olx.com.pk/item/toyota-corolla-xli-2010-iid-1094382266,White,,Toyota
,,,,"DHA Defence, Islamabad",Islamabad,,Local,,Corolla XLI,Other,Original,Toyota Corolla XLI 2010,4,1,"Rs 2,550,000",https://www.olx.com.pk/item/toyota-corolla-xli-2010-iid-1094382266,White,,Toyota
Aspire Prosmatec,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,City IVTEC,Sedan,Original,Honda City Aspire 1.5 Prosmatec IVTEC 2019,4,1,"Rs 3,950,000",https://www.olx.com.pk/item/honda-city-aspire-15-prosmatec-ivtec-2019-iid-1095287335,White,,Honda
Aspire Prosmatec,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,City IVTEC,Sedan,Original,Honda City Aspire 1.5 Prosmatec IVTEC 2019,4,1,"Rs 3,950,000",https://www.olx.com.pk/item/honda-city-aspire-15-prosmatec-ivtec-2019-iid-1095287335,White,,Honda
4x2,,,,"DHA Defence Phase 1, Islamabad",Sindh,,Imported,,Stavic,SUV,Original,Ssangyong Stavic Mercedes SV-270 Petrol 2.5,7,2,"Rs 3,100,000",https://www.olx.com.pk/item/ssangyong-stavic-2007-iid-1094108046,Grey,,Ssangyong
4x2,,,,"DHA Defence Phase 1, Islamabad",Sindh,,Imported,,Stavic,SUV,Original,Ssangyong Stavic Mercedes SV-270 Petrol 2.5,7,2,"Rs 3,100,000",https://www.olx.com.pk/item/ssangyong-stavic-2007-iid-1094108046,Grey,,Ssangyong
Honda BRV s package full option,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,BR-V,SUV,Original,Honda BR-V s package 2018,7,2,"Rs 4,330,000",https://www.olx.com.pk/item/honda-br-v-s-package-2018-iid-1093261036,Black,,Honda
Honda BRV s package full option,,,,"DHA Defence Phase 2, Islamabad",Islamabad,,Local,,BR-V,SUV,Original,Honda BR-V s package 2018,7,2,"Rs 4,330,000",https://www.olx.com.pk/item/honda-br-v-s-package-2018-iid-1093261036,Black,,Honda
,,,,"DHA Defence Phase 5, Islamabad",Islamabad,,Imported,,Surf,SUV,Original,Toyota hilux Surf,5,,"Rs 3,300,000",https://www.olx.com.pk/item/toyota-surf-1991-iid-1092893765,Blue,,Toyota
,,,,"DHA Defence Phase 5, Islamabad",Islamabad,,Imported,,Surf,SUV,Original,Toyota hilux Surf,5,,"Rs 3,300,000",https://www.olx.com.pk/item/toyota-surf-1991-iid-1092893765,Blue,,Toyota
Altis SR (manual),,,,"Ghauri Town, Islamabad",Faisalabad,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis SR (manual) 2013,5,1,"Rs 3,195,000",https://www.olx.com.pk/item/toyota-corolla-altis-sr-manual-2013-iid-1094821649,Red,,Toyota
Altis SR (manual),,,,"Ghauri Town, Islamabad",Faisalabad,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis SR (manual) 2013,5,1,"Rs 3,195,000",https://www.olx.com.pk/item/toyota-corolla-altis-sr-manual-2013-iid-1094821649,Red,,Toyota
,,,,"Ghauri Town, Islamabad",Unregistered,,Imported,,Harrier,SUV,Original,Toyota Harrier 2015,,,"Rs 15,000,000",https://www.olx.com.pk/item/toyota-harrier-2015-iid-1094815153,Black,,Toyota
,,,,"Ghauri Town, Islamabad",Unregistered,,Imported,,Harrier,SUV,Original,Toyota Harrier 2015,,,"Rs 15,000,000",https://www.olx.com.pk/item/toyota-harrier-2015-iid-1094815153,Black,,Toyota
,,,,"Ghauri Town Phase 4A, Islamabad",Islamabad,,Local,,Cultus VXL,Hatchback,Original,Suzuki Cultus VXL 2021,4,2,"Rs 3,350,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2021-iid-1095373490,White,,Suzuki
,,,,"Ghauri Town Phase 4A, Islamabad",Islamabad,,Local,,Cultus VXL,Hatchback,Original,Suzuki Cultus VXL 2021,4,2,"Rs 3,350,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2021-iid-1095373490,White,,Suzuki
2006,,,,"Ghauri Garden, Islamabad",Rawalpindi,,Imported,,Cultus VXL,Other,Original,Suzuki Cultus VXL  2006,5,4,"Rs 870,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2006-iid-1095289067,Silver,,Suzuki
2006,,,,"Ghauri Garden, Islamabad",Rawalpindi,,Imported,,Cultus VXL,Other,Original,Suzuki Cultus VXL  2006,5,4,"Rs 870,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2006-iid-1095289067,Silver,,Suzuki
1.0,,,,"Ghauri Garden, Islamabad",Lahore,,Imported,,Vitz,Small city car,Original,Toyota Vitz 2008 model 12 Lahore registr,5,3,"Rs 2,275,000",https://www.olx.com.pk/item/toyota-vitz-2008-model-12-lahore-registr-iid-1095222796,Green,,Toyota
1.0,,,,"Ghauri Garden, Islamabad",Lahore,,Imported,,Vitz,Small city car,Original,Toyota Vitz 2008 model 12 Lahore registr,5,3,"Rs 2,275,000",https://www.olx.com.pk/item/toyota-vitz-2008-model-12-lahore-registr-iid-1095222796,Green,,Toyota
,,,,"Ghauri Town Phase 4A, Islamabad",Lahore,,Local,,Corolla GLI,Hatchback,Original,"Toyota,Corolla,GLI 2010",5,,"Rs 2,050,000",https://www.olx.com.pk/item/toyotacorollagli-2010-iid-1095180862,Silver,,Toyota
,,,,"Ghauri Town Phase 4A, Islamabad",Lahore,,Local,,Corolla GLI,Hatchback,Original,"Toyota,Corolla,GLI 2010",5,,"Rs 2,050,000",https://www.olx.com.pk/item/toyotacorollagli-2010-iid-1095180862,Silver,,Toyota
other,,,,"Ghauri Town, Islamabad",Lahore,,Imported,,Santro,Other,Original,Hyundai Santro 2005,5,3,"Rs 1,080,000",https://www.olx.com.pk/item/hyundai-santro-2005-iid-1095137752,Silver,,Hyundai
other,,,,"Ghauri Town, Islamabad",Lahore,,Imported,,Santro,Other,Original,Hyundai Santro 2005,5,3,"Rs 1,080,000",https://www.olx.com.pk/item/hyundai-santro-2005-iid-1095137752,Silver,,Hyundai
1,,,,"Ghauri Town, Islamabad",Rawalpindi,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2006,,5,"Rs 700,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2006-iid-1095436716,White,,Suzuki
1,,,,"Ghauri Town, Islamabad",Rawalpindi,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2006,,5,"Rs 700,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2006-iid-1095436716,White,,Suzuki
Joy 1.0,,,,"Ghauri Town Phase 4A, Islamabad",Islamabad,,Local,,Joy,Hatchback,Original,Chevrolet Joy 2008,4,3,"Rs 1,200,000",https://www.olx.com.pk/item/chevrolet-joy-2008-iid-1092922722,Red,,Chevrolet
Joy 1.0,,,,"Ghauri Town Phase 4A, Islamabad",Islamabad,,Local,,Joy,Hatchback,Original,Chevrolet Joy 2008,4,3,"Rs 1,200,000",https://www.olx.com.pk/item/chevrolet-joy-2008-iid-1092922722,Red,,Chevrolet
,,,,"Ghauri Town Phase 4A, Islamabad",Islamabad,,Imported,,Ek Wagon,Hatchback,Original,Mitsubishi Ek Wagon 2007,,,"Rs 1,300,000",https://www.olx.com.pk/item/mitsubishi-ek-wagon-2007-iid-1088142054,White,,Mitsubishi
